CusNo,CusName,InvNo,InvType,Day,InvDueDate,Sts,pType,Comment, Balance ,QryRunTime,CreateDate,Updated,UpdatedTime,Auto-Notes,Review?,InvoiceComment/Item,ManualNotes,"HIGHLITE 36,112.49","NOHILITE 278,530.04"," GT: 314,642.53 ",Prev. EFT Extract: 11/4/25 12:33,, (2.36),CL44118,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939719,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 23,-110.83,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939720,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 23,2.05,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939721,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 23,-239.44,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939722,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 23,4.74,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939723,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 23,-134.88,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939724,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 23,4.07,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939725,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,-47.03,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939726,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,1.44,11/5/2025 10:41,,,,DTN,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939727,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,-269.92,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939728,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,4.22,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939729,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,-3.99,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939730,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,-116.87,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939731,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,2.27,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939732,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,-275.95,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939733,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,6.02,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939734,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,-47.37,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939735,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,1.42,11/5/2025 10:41,,,,DTN,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939736,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,-33.82,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939737,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 24,0.61,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939738,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 25,-349.18,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939739,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 25,5.37,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939740,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 25,-5,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939741,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 25,-12.69,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939742,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 25,0.44,11/5/2025 10:41,,,,DTN,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939743,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 25,-400.49,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939744,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 25,8.02,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939745,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 25,-83.7,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939746,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 25,2.42,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939747,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,-42.6,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939748,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,1.35,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939749,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,-304.44,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939750,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,4.77,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939751,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,-34.27,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939752,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,0.93,11/5/2025 10:41,,,,DTN,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939753,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,-1.59,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939754,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,0.16,11/5/2025 10:41,,,,DTN,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939755,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,-43.8,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939756,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,-129.8,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939757,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,2.69,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939758,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,-213.25,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939759,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,4.36,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939760,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,-31.5,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939761,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 26,0.57,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939762,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 27,-7.07,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939763,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 27,0.35,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939764,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 27,-406.08,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939765,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 27,5.91,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939766,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 27,-30.02,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939767,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 27,0.83,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939768,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 27,-59.7,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5939769,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 27,1.15,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940081,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 27,-336.88,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940082,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 27,6.9,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940083,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,-36.45,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940084,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,1.22,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940085,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,-455.46,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940086,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,6.53,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940087,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,-14,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940088,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,0.51,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940089,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,-30,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940090,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,0.16,11/5/2025 10:41,,,,DTN,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940091,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,-17.49,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940092,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,0.5,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940093,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,-224.58,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940094,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,4.62,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940095,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,-43.57,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940096,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 28,0.75,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940097,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,-54.49,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940098,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,1.42,11/5/2025 10:41,,,,DTN,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940099,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,-503.34,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940100,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,7.45,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940101,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,-28.94,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940102,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,-35.17,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940103,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,0.78,11/5/2025 10:41,,,,DTN,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940104,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,-37.19,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940105,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,0.69,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940106,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,-127.92,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940107,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,2.78,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940108,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,-22.47,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940109,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 29,0.74,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940110,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,-584.21,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940111,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,8.3,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940112,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,-35.08,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940113,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,0.93,11/5/2025 10:41,,,,DTN,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940114,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,-20.42,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940115,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,0.55,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940116,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,-86.46,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940117,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,1.44,11/5/2025 10:41,,,,DTN,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940118,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,-6,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940119,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,0.21,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940120,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,-177.15,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940121,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 30,3.41,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940122,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/01 38,-143.64,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940123,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/01 38,0.3,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940124,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/03 39,-115.93,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002431,Don's Express Center #6,5940125,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/03 39,-6.88,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002473,C.A.B. Inc. Enterprises,0893250,IN,Thursday,11/6/2025,S,EFT,BOL# 933802,10026.63,11/5/2025 10:41,11/2/2025,11/2/2025,15.13087,FUEL,FALSE,BOL# 933802,,,,,,,,,,,,,,,,,,,,,,,
0002473,C.A.B. Inc. Enterprises,0893251,IN,Thursday,11/6/2025,S,EFT,BOL# L00441,16818.76,11/5/2025 10:41,11/3/2025,11/3/2025,12.33989,FUEL,FALSE,BOL# L00441,,,,,,,,,,,,,,,,,,,,,,,
0002473,C.A.B. Inc. Enterprises,0893410,IN,Thursday,11/6/2025,S,EFT,"BOL# 933802,933803",18904.98,11/5/2025 10:41,11/2/2025,11/2/2025,15.13087,FUEL,FALSE,"BOL# 933802,933803",,,,,,,,,,,,,,,,,,,,,,,
0002473,C.A.B. Inc. Enterprises,0893557,IN,Thursday,11/6/2025,S,EFT,BOL# 933847,4229.45,11/5/2025 10:41,11/2/2025,11/2/2025,15.13087,FUEL,FALSE,BOL# 933847,,,,,,,,,,,,,,,,,,,,,,,
0002473,C.A.B. Inc. Enterprises,0893648,IN,Thursday,11/6/2025,S,EFT,BOL# 933848,8212.46,11/5/2025 10:41,11/2/2025,11/2/2025,15.13087,FUEL,FALSE,BOL# 933848,,,,,,,,,,,,,,,,,,,,,,,
0002581,Hot Springs County Airport-WY*,5940126,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 46,-264.5,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002581,Hot Springs County Airport-WY*,5940127,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 46,8.73,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002581,Hot Springs County Airport-WY*,5940128,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/01 29,-115,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0002581,Hot Springs County Airport-WY*,5940129,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/01 29,3.16,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0003357,"Glacier Family Foods, LLC",0892388,IN,Thursday,11/6/2025,S,EFT,BOL# 710202,31820.58,11/5/2025 10:41,10/30/2025,10/30/2025,15.18891,FUEL,FALSE,BOL# 710202,,,,,,,,,,,,,,,,,,,,,,,
0003472,"Hanson Trucking, Inc.",CL49424,IN,Thursday,11/6/2025,S,EFT,CardLink Invoice,17246.4,11/5/2025 10:41,11/3/2025,11/3/2025,10.92544,CLFUEL,FALSE,CardLink Invoice,,,,,,,,,,,,,,,,,,,,,,,
0004185,Chaffee County-Salida Airport*,5940417,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/03 68,-169.87,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004185,Chaffee County-Salida Airport*,5940418,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/03 68,4.68,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004185,Chaffee County-Salida Airport*,5940419,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/03 68,-25,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004185,Chaffee County-Salida Airport*,5940420,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/03 68,0.56,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004388,City of Belen - CC*,5940310,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 05,-716.58,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004388,City of Belen - CC*,5940311,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 05,21.14,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004388,City of Belen - CC*,5940312,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/03 95,-356.83,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004388,City of Belen - CC*,5940313,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/03 95,-524.93,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004388,City of Belen - CC*,5940314,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/03 95,11.8,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004783,Christensen Inc,5935248,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 REWARDSD,-5274.1,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004783,Christensen Inc,5935249,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 REWARDSD,114.06,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004783,Christensen Inc,5935254,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 HBDSCOT,-5108.25,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004783,Christensen Inc,5935255,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 HBDSCOT,108.11,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004783,Christensen Inc,5935256,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 S901001,-3682.46,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004783,Christensen Inc,5935257,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 S901001,80.57,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004783,Christensen Inc,5935258,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 HBDWM,-2179.8,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
0004783,Christensen Inc,5935259,PP,Wednesday,11/5/2025,S,EFT,DTN CREDIT CARD 11/04 HBDWM,49.9,11/5/2025 10:41,,,,DTN,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
