"CityServiceValcon, LLC (CSV)",,,,,,,,,,
Detail Postings for Period 10 Ending 10/31/2025,,,,,,,,,,
,,,,,,,,,,
Account Number/Description,,,,,,,,,,
Period,Date,Comments,Journal,Source,Batch,Beginning Balance,Debit,Credit,Net Change,Ending Balance
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078687,A/R,86462,,"1,711.88",0.00,"14,844,998.60",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078696,A/R,86474,,0.00,"26,943.17","14,818,055.43",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078697,A/R,86477,,0.00,"109,573.68","14,708,481.75",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078702,A/R,86391,,0.00,"15,238.62","14,693,243.13",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078703,A/R,86392,,0.00,208.13,"14,693,035.00",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078704,A/R,86393,,0.00,916.40,"14,692,118.60",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078705,A/R,86394,,0.00,"7,306.50","14,684,812.10",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078706,A/R,86408,,0.00,"2,025.14","14,682,786.96",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078707,A/R,86414,,0.00,139.99,"14,682,646.97",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078708,A/R,86420,,0.00,218.25,"14,682,428.72",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078709,A/R,86422,,0.00,150.00,"14,682,278.72",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078710,A/R,86430,,0.00,117.88,"14,682,160.84",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078711,A/R,86432,,0.00,"1,599.24","14,680,561.60",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078712,A/R,86441,,0.00,586.85,"14,679,974.75",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078713,A/R,86446,,0.00,265.07,"14,679,709.68",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078714,A/R,86407,,0.00,481.79,"14,679,227.89",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078715,A/R,86487,,0.00,"371,859.65","14,307,368.24",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078734,A/R,86509,,0.00,"74,714.04","14,232,654.20",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078735,A/R,86510,,0.00,"6,890.98","14,225,763.22",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078737,A/R,86511,,0.00,593.16,"14,225,170.06",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078763,A/R,86531,,0.00,"15,982.41","14,209,187.65",
10,10/6/2025,A/R Cash Receipts Entry - 10/6/2025,CR-078773,A/R,86548,,374.00,0.00,"14,209,561.65",
10,10/6/2025,To record Rock Solid activity for 10/1/2,JE-023644,G/L,15050,,"17,882.10",0.00,"14,227,443.75",
10,10/6/2025,To record Rock Solid activity for 10/1/2,JE-023644,G/L,15050,,0.00,"8,627.83","14,218,815.92",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-159986,S/O,78425,,"4,634.73",0.00,"14,223,450.65",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-159989,S/O,78427,,"2,486.60",0.00,"14,225,937.25",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-159990,S/O,78420,,"3,949.10",0.00,"14,229,886.35",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-159991,S/O,78428,,"5,975.99",0.00,"14,235,862.34",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-159994,S/O,78433,,"8,471.89",0.00,"14,244,334.23",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-159995,S/O,78436,,100.00,0.00,"14,244,434.23",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-159998,S/O,ZZ011,,"17,909.86",0.00,"14,262,344.09",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-159999,S/O,78404,,"6,968.86",0.00,"14,269,312.95",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160001,S/O,78402,,"1,264.00",0.00,"14,270,576.95",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160003,S/O,78437,,576.00,0.00,"14,271,152.95",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160005,S/O,ZZ011,,"323,571.98",0.00,"14,594,724.93",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160011,S/O,ZZ012,,"214,778.84",0.00,"14,809,503.77",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160014,S/O,ZZ012,,"186,876.41",0.00,"14,996,380.18",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160017,S/O,ZZ012,,"197,782.11",0.00,"15,194,162.29",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160018,S/O,78446,,"17,847.97",0.00,"15,212,010.26",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160020,S/O,ZZ014,,"10,769.73",0.00,"15,222,779.99",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160021,S/O,ZZ011,,"193,988.57",0.00,"15,416,768.56",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160022,S/O,ZZ011,,"370,292.52",0.00,"15,787,061.08",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160025,S/O,78438,,"7,297.39",0.00,"15,794,358.47",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160027,S/O,78435,,"2,196.40",0.00,"15,796,554.87",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160028,S/O,ZZ011,,"241,391.43",0.00,"16,037,946.30",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160031,S/O,ZZ011,,"275,996.00",0.00,"16,313,942.30",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160032,S/O,10525,,0.00,"105,373.11","16,208,569.19",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160034,S/O,78447,,965.96,0.00,"16,209,535.15",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160036,S/O,78454,,30.00,0.00,"16,209,565.15",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160037,S/O,REBIL,,0.00,"2,106.84","16,207,458.31",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160045,S/O,78442,,"2,531.06",0.00,"16,209,989.37",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160046,S/O,78457,,"4,034.49",0.00,"16,214,023.86",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160054,S/O,ZZ011,,"19,746.93",0.00,"16,233,770.79",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160061,S/O,78466,,"3,739.27",0.00,"16,237,510.06",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160072,S/O,78470,,"2,896.00",0.00,"16,240,406.06",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160074,S/O,78471,,"4,321.40",0.00,"16,244,727.46",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160097,S/O,78463,,"7,668.97",0.00,"16,252,396.43",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160116,S/O,78465,,"10,156.37",0.00,"16,262,552.80",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160149,S/O,78467,,"14,888.00",0.00,"16,277,440.80",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160244,S/O,78539,,"30,994.25",0.00,"16,308,435.05",
10,10/6/2025,S/O Invoice Entry - 10/6/2025,SO-160246,S/O,78489,,899.15,0.00,"16,309,334.20",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078673,A/R,86442,,"2,024,292.24",0.00,"18,333,626.44",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078674,A/R,86445,,"176,954.39",0.00,"18,510,580.83",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078688,A/R,86465,,0.00,216.14,"18,510,364.69",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078689,A/R,86463,,0.00,"211,986.38","18,298,378.31",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078690,A/R,86464,,0.00,"178,429.36","18,119,948.95",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078691,A/R,86467,,0.00,"135,738.34","17,984,210.61",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078692,A/R,86468,,0.00,"40,787.87","17,943,422.74",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078693,A/R,86469,,0.00,"2,444.96","17,940,977.78",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078694,A/R,86470,,0.00,"936,043.70","17,004,934.08",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078695,A/R,86473,,0.00,300.00,"17,004,634.08",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078699,A/R,86480,,0.00,"5,812.31","16,998,821.77",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078700,A/R,86485,,0.00,375.15,"16,998,446.62",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078701,A/R,86479,,0.00,"1,074.88","16,997,371.74",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078716,A/R,86488,,0.00,400.15,"16,996,971.59",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078718,A/R,86494,,0.00,"2,011.90","16,994,959.69",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078719,A/R,86491,,0.00,"52,353.95","16,942,605.74",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078720,A/R,86495,,0.00,"2,314.55","16,940,291.19",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078721,A/R,86496,,0.00,34.00,"16,940,257.19",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078722,A/R,86497,,0.00,631.41,"16,939,625.78",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078731,A/R,86502,,0.00,"47,228.18","16,892,397.60",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078732,A/R,86507,,0.00,"3,761.87","16,888,635.73",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078733,A/R,86508,,0.00,342.00,"16,888,293.73",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078736,A/R,86490,,0.00,30.00,"16,888,263.73",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078738,A/R,86515,,"1,728.17",0.00,"16,889,991.90",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078751,A/R,86459,,0.00,885.48,"16,889,106.42",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078752,A/R,86460,,0.00,"1,456.93","16,887,649.49",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078753,A/R,86461,,0.00,"3,101.78","16,884,547.71",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078754,A/R,86466,,0.00,"13,350.78","16,871,196.93",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078755,A/R,86471,,0.00,704.69,"16,870,492.24",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078756,A/R,86475,,0.00,"1,733.08","16,868,759.16",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078757,A/R,86478,,0.00,70.00,"16,868,689.16",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078758,A/R,86476,,0.00,812.25,"16,867,876.91",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078759,A/R,86482,,0.00,249.10,"16,867,627.81",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078760,A/R,86486,,0.00,261.02,"16,867,366.79",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078761,A/R,86492,,0.00,"2,200.23","16,865,166.56",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078762,A/R,86498,,0.00,31.97,"16,865,134.59",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078765,A/R,86533,,0.00,"1,742.02","16,863,392.57",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078774,A/R,86549,,"5,889.08",0.00,"16,869,281.65",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078779,A/R,86540,,0.00,"329,214.95","16,540,066.70",
10,10/7/2025,A/R Cash Receipts Entry - 10/7/2025,CR-078782,A/R,86556,,0.00,"47,605.59","16,492,461.11",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160035,S/O,78415,,"191,769.75",0.00,"16,684,230.86",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160039,S/O,78445,,"49,348.05",0.00,"16,733,578.91",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160040,S/O,78451,,"3,293.48",0.00,"16,736,872.39",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160041,S/O,78426,,"3,314.15",0.00,"16,740,186.54",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160042,S/O,ZZ011,,"253,963.88",0.00,"16,994,150.42",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160043,S/O,78453,,"6,945.66",0.00,"17,001,096.08",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160044,S/O,78460,,"4,916.44",0.00,"17,006,012.52",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160047,S/O,ZZ011,,"9,447.07",0.00,"17,015,459.59",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160048,S/O,ZZ012,,"285,664.51",0.00,"17,301,124.10",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160049,S/O,ZZ011,,"230,173.45",0.00,"17,531,297.55",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160057,S/O,78452,,"12,041.05",0.00,"17,543,338.60",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160060,S/O,ZZ012,,"300,457.66",0.00,"17,843,796.26",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160062,S/O,ZZ011,,"307,349.16",0.00,"18,151,145.42",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160063,S/O,ZZ012,,"13,735.88",0.00,"18,164,881.30",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160064,S/O,78455,,561.02,0.00,"18,165,442.32",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160067,S/O,78461,,"3,967.21",0.00,"18,169,409.53",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160068,S/O,ZZ011,,"248,424.68",0.00,"18,417,834.21",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160069,S/O,78468,,"7,216.02",0.00,"18,425,050.23",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160070,S/O,ZZ011,,"134,766.17",0.00,"18,559,816.40",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160071,S/O,78462,,"2,826.76",0.00,"18,562,643.16",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160073,S/O,78472,,0.00,100.70,"18,562,542.46",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160075,S/O,ZZ011,,"192,928.93",0.00,"18,755,471.39",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160076,S/O,78469,,"70,076.57",0.00,"18,825,547.96",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160077,S/O,78473,,"110,565.86",0.00,"18,936,113.82",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160079,S/O,ZZ011,,"260,675.90",0.00,"19,196,789.72",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160080,S/O,10625,,0.00,"33,012.57","19,163,777.15",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160081,S/O,ZZ011,,"10,794.69",0.00,"19,174,571.84",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160085,S/O,ZZ011,,"169,463.22",0.00,"19,344,035.06",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160086,S/O,ZZ012,,"284,132.71",0.00,"19,628,167.77",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160087,S/O,78474,,"27,652.09",0.00,"19,655,819.86",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160090,S/O,78476,,7.00,0.00,"19,655,826.86",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160092,S/O,ZZ011,,"223,317.96",0.00,"19,879,144.82",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160093,S/O,78477,,"11,826.50",0.00,"19,890,971.32",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160094,S/O,ZZ011,,"264,726.23",0.00,"20,155,697.55",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160096,S/O,78449,,"4,984.23",0.00,"20,160,681.78",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160098,S/O,78479,,33.34,0.00,"20,160,715.12",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160099,S/O,ZZ011,,"150,668.35",0.00,"20,311,383.47",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160100,S/O,78478,,0.00,198.00,"20,311,185.47",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160102,S/O,REBIL,,0.00,"1,938.60","20,309,246.87",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160107,S/O,78486,,30.00,0.00,"20,309,276.87",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160127,S/O,78491,,"9,064.28",0.00,"20,318,341.15",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160137,S/O,ZZ012,,"21,755.70",0.00,"20,340,096.85",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160138,S/O,78503,,0.00,"2,936.00","20,337,160.85",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160140,S/O,78504,,"43,219.28",0.00,"20,380,380.13",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160156,S/O,78497,,"17,656.36",0.00,"20,398,036.49",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160160,S/O,78499,,"6,578.41",0.00,"20,404,614.90",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160174,S/O,REBIL,,0.00,"2,136.54","20,402,478.36",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160199,S/O,78501,,"9,072.02",0.00,"20,411,550.38",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160248,S/O,78490,,"3,327.38",0.00,"20,414,877.76",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160251,S/O,78508,,"8,088.39",0.00,"20,422,966.15",
10,10/7/2025,S/O Invoice Entry - 10/7/2025,SO-160266,S/O,78543,,"19,874.20",0.00,"20,442,840.35",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078717,A/R,86483,,0.00,"25,233.86","20,417,606.49",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078723,A/R,86484,,"235,804.29",0.00,"20,653,410.78",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078739,A/R,86517,,0.00,578.74,"20,652,832.04",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078740,A/R,86516,,0.00,287.70,"20,652,544.34",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078741,A/R,86519,,0.00,"234,444.51","20,418,099.83",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078742,A/R,86521,,0.00,"190,985.27","20,227,114.56",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078743,A/R,86522,,0.00,"128,925.99","20,098,188.57",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078744,A/R,86523,,0.00,"42,741.39","20,055,447.18",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078745,A/R,86524,,0.00,"2,105.61","20,053,341.57",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078746,A/R,86525,,0.00,"5,507.53","20,047,834.04",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078747,A/R,86526,,0.00,"3,327.14","20,044,506.90",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078749,A/R,86527,,0.00,"961,607.80","19,082,899.10",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078750,A/R,86529,,0.00,104.50,"19,082,794.60",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078766,A/R,86536,,0.00,81.45,"19,082,713.15",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078767,A/R,86538,,0.00,244.20,"19,082,468.95",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078768,A/R,86537,,0.00,"18,837.00","19,063,631.95",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078769,A/R,86542,,0.00,"1,167.94","19,062,464.01",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078770,A/R,86544,,0.00,808.90,"19,061,655.11",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078775,A/R,86550,,0.00,"171,463.20","18,890,191.91",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078776,A/R,86552,,"11,363.95",0.00,"18,901,555.86",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078777,A/R,86554,,0.00,113.68,"18,901,442.18",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078783,A/R,86557,,0.00,"38,118.05","18,863,324.13",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078785,A/R,86559,,0.00,"3,678.57","18,859,645.56",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078786,A/R,86560,,89.01,0.00,"18,859,734.57",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078787,A/R,86512,,0.00,447.40,"18,859,287.17",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078788,A/R,86513,,0.00,"8,361.23","18,850,925.94",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078789,A/R,86514,,0.00,241.60,"18,850,684.34",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078790,A/R,86518,,0.00,"2,099.99","18,848,584.35",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078791,A/R,86520,,0.00,245.00,"18,848,339.35",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078792,A/R,86528,,0.00,439.05,"18,847,900.30",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078793,A/R,86530,,0.00,107.50,"18,847,792.80",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078794,A/R,86534,,0.00,72.97,"18,847,719.83",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078795,A/R,86535,,0.00,681.57,"18,847,038.26",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078796,A/R,86539,,0.00,963.47,"18,846,074.79",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078797,A/R,86541,,0.00,"2,509.82","18,843,564.97",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078798,A/R,86543,,0.00,"1,926.00","18,841,638.97",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078808,A/R,86574,,0.00,"47,999.95","18,793,639.02",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078810,A/R,86577,,0.00,"77,902.53","18,715,736.49",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078811,A/R,86579,,0.00,440.58,"18,715,295.91",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078812,A/R,86580,,634.99,0.00,"18,715,930.90",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078817,A/R,86589,,0.00,"47,456.50","18,668,474.40",
10,10/8/2025,A/R Cash Receipts Entry - 10/8/2025,CR-078819,A/R,86590,,0.00,"464,398.63","18,204,075.77",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160101,S/O,78480,,"31,250.79",0.00,"18,235,326.56",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160104,S/O,78464,,"9,103.67",0.00,"18,244,430.23",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160105,S/O,78481,,703.90,0.00,"18,245,134.13",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160108,S/O,78450,,"10,158.85",0.00,"18,255,292.98",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160110,S/O,ZZ011,,"160,978.32",0.00,"18,416,271.30",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160112,S/O,78488,,0.00,283.02,"18,415,988.28",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160113,S/O,ZZ011,,"12,114.04",0.00,"18,428,102.32",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160114,S/O,78485,,"18,415.82",0.00,"18,446,518.14",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160117,S/O,78492,,"1,402.89",0.00,"18,447,921.03",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160118,S/O,78494,,0.00,616.55,"18,447,304.48",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160124,S/O,ZZ011,,"12,053.57",0.00,"18,459,358.05",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160125,S/O,78496,,81.45,0.00,"18,459,439.50",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160129,S/O,ZZ011,,"212,784.28",0.00,"18,672,223.78",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160130,S/O,ZZ012,,29.36,0.00,"18,672,253.14",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160133,S/O,ZZ013,,"236,517.13",0.00,"18,908,770.27",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160139,S/O,MULTI,,"43,316.85",0.00,"18,952,087.12",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160143,S/O,ZZ011,,"192,333.72",0.00,"19,144,420.84",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160144,S/O,ZZ011,,"245,106.22",0.00,"19,389,527.06",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160145,S/O,78498,,"3,554.87",0.00,"19,393,081.93",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160146,S/O,78493,,0.00,632.18,"19,392,449.75",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160148,S/O,78506,,0.00,18.93,"19,392,430.82",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160150,S/O,ZZ011,,"218,912.84",0.00,"19,611,343.66",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160151,S/O,78505,,120.00,0.00,"19,611,463.66",
